Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,seqstart,Sequence info,almendraunknown,,,,POINT,2.469,2.469,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,74,74,,,FRE as anvil,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,2.603,2.603,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,79,79,,,BAM,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,pound,Behavior,crouch,None,None,,POINT,3.103,3.103,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,93,93,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,seqend,Sequence info,abandoned,None,None,None,POINT,4.004,4.004,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,120,120,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,6.807,6.807,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,204,204,,,FRE as anvil,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,7.975,7.975,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,239,239,,,BAM,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,pound,Behavior,crouch,None,None,,POINT,10.043,10.043,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,301,301,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,pound,Behavior,crouch,None,None,,POINT,12.446,12.446,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,373,373,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,pound,Behavior,crouch,1hand,None,,POINT,14.381,14.381,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,431,431,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2023-09-25 11:03:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,14.748,60.894,29.970,MKWC,subadultmale,0.0,seqend,Sequence info,opened,None,None,None,POINT,17.217,17.217,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,516,516,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,27.995,27.995,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,839,839,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,28.395,28.395,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,851,851,,,WIL,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,overhead,,POINT,29.029,29.029,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,870,870,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,overhead,,POINT,35.269,35.269,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1057,1057,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,misstrike,Behavior,hammerlost,,,,POINT,36.069,36.069,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1081,1081,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,item,,,,POINT,38.238,38.238,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1146,1146,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,overhead,,POINT,41.775,41.775,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1252,1252,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,overhead,,POINT,43.644,43.644,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1308,1308,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,45.312,45.312,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1358,1358,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,overhead,,POINT,46.580,46.580,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1396,1396,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,overhead,,POINT,50.517,50.517,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1514,1514,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,overhead,,POINT,51.885,51.885,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1555,1555,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,peel,,,,POINT,54.788,54.788,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1642,1642,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,stand,None,None,,POINT,59.459,59.459,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1782,1782,,,,
CEBUS-02-R11__2022-01-12__08-17-35,2023-09-25 11:23:17,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,32.720,60.727,29.970,MKWC,juvenilemale,0.0,seqend,Sequence info,None,None,None,None,POINT,60.715,60.715,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-01-12__08-17-35.MP4,1820,1820,,,"success missed
",
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.200,0.200,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,6,6,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,hammerstone,Sequence info,inhand,None,None,e_onanvil,POINT,0.367,0.367,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,11,11,,,FRE,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,1.034,1.034,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,31,31,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,item,,,,POINT,5.973,5.973,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,179,179,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,1foot,None,,POINT,7.674,7.674,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,230,230,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,seqend,Sequence info,opened,None,None,None,POINT,13.280,13.280,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,398,398,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,20.821,20.821,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,624,624,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,hammerstone,Sequence info,onanvil,None,None,None,POINT,21.255,21.255,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,637,637,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,21.588,21.588,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,647,647,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,item,,,,POINT,24.124,24.124,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,723,723,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,25.926,25.926,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,777,777,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,peel,,,,POINT,35.903,35.903,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1076,1076,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,reposit,Behavior,item,,,,POINT,44.711,44.711,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1340,1340,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,48.515,48.515,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1454,1454,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,seqend,Sequence info,abandoned,None,None,None,POINT,53.954,53.954,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1617,1617,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,58.358,58.358,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1749,1749,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,hammerstone,Sequence info,offanvilreach,None,None,None,POINT,58.492,58.492,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1753,1753,,,WIL,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,58.492,58.492,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1753,1753,,,,
CEBUS-02-R11__2022-02-01__18-17-42,2023-09-25 11:34:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,60.515,60.727,29.970,MKWC,juvenilemale,0.0,pound,Behavior,crouch,None,None,,POINT,59.559,59.559,NA,//mac/Home/Documents/COIBA CEBUS Dissertation/Camera Trap & BORIS/COIBA CEBUS Camera Trap Videos/CEBUS-02-R11/CEBUS-02-R11__2022-02-01__18-17-42.MP4,1785,1785,,,,
