"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"993","CEBUS-02-R12__2022-09-01__15-10-40","2024-11-25 13:10:40.600","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","ZG","juvenileunknown","present","",29.062,"","CEBUS-02_2022-09-01_1287"
"10149","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","seqstart","almendrabrown",44.044,"","CEBUS-02_2022-09-01_1288"
"10150","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","hammerstone","offanvilreach",44.378,"FRE","CEBUS-02_2022-09-01_1288"
"10151","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","pound","stand",50.25,"","CEBUS-02_2022-09-01_1288"
"10152","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","pound","stand",52.219,"","CEBUS-02_2022-09-01_1288"
"10153","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","pound","stand",53.62,"","CEBUS-02_2022-09-01_1288"
"994","CEBUS-02-R12__2022-09-01__15-10-40","2024-11-25 13:10:40.600","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","ZG","adultmale","present","",54.354,"","CEBUS-02_2022-09-01_1288"
"10154","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","reposit","peel",55.022,"","CEBUS-02_2022-09-01_1288"
"995","CEBUS-02-R12__2022-09-01__15-10-40","2024-11-25 13:10:40.600","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","ZG","juvenileunknown","present","",55.589,"","CEBUS-02_2022-09-01_1288"
"10155","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","pound","stand",58.325,"","CEBUS-02_2022-09-01_1288"
"10156","CEBUS-02-R12__2022-09-01__15-10-40","2024-06-13 13:49:34","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-01__15-10-40.MP4","60.861","LR","BAL","seqend","Unknown",60.843,"missing, end between videos, at least one pound more","CEBUS-02_2022-09-01_1288"
"10429","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqstart","almendrabrown",0,"","CEBUS-02_2022-09-03_1332"
"10430","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","hammerstone","inhand",0.067,"FRE","CEBUS-02_2022-09-03_1332"
"10431","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","pound","stand",0.767,"","CEBUS-02_2022-09-03_1332"
"1003","CEBUS-02-R12__2022-09-03__14-30-23","2024-11-25 13:17:10.801","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","ZG","juvenileunknown","present","",1.535,"","CEBUS-02_2022-09-03_1332"
"10432","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqend","opened",2.703,"","CEBUS-02_2022-09-03_1332"
"10433","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqstart","almendrabrown",23.023,"","CEBUS-02_2022-09-03_1333"
"10434","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","hammerstone","onanvil",23.357,"FRE","CEBUS-02_2022-09-03_1333"
"1004","CEBUS-02-R12__2022-09-03__14-30-23","2024-11-25 13:17:10.801","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","ZG","juvenileunknown","present","",26.627,"","CEBUS-02_2022-09-03_1333"
"10435","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","pound","stand",27.561,"","CEBUS-02_2022-09-03_1333"
"10436","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","pound","stand",29.563,"","CEBUS-02_2022-09-03_1333"
"10437","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqend","opened",32.966,"","CEBUS-02_2022-09-03_1333"
"10438","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqstart","almendrabrown",47.18,"","CEBUS-02_2022-09-03_1334"
"10439","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","hammerstone","onanvil",47.414,"FRE","CEBUS-02_2022-09-03_1334"
"1005","CEBUS-02-R12__2022-09-03__14-30-23","2024-11-25 13:17:10.801","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","ZG","juvenileunknown","present","",50.083,"","CEBUS-02_2022-09-03_1334"
"10440","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","pound","stand",50.15,"","CEBUS-02_2022-09-03_1334"
"10441","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","pound","stand",52.786,"","CEBUS-02_2022-09-03_1334"
"10442","CEBUS-02-R12__2022-09-03__14-30-23","2024-06-25 10:22:50","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-30-23.MP4","60.894","LR","LAR","seqend","opened",57.224,"","CEBUS-02_2022-09-03_1334"
"10443","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","seqstart","almendrabrown",3.003,"","CEBUS-02_2022-09-03_1335"
"10444","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","hammerstone","onanvil",3.27,"FRE","CEBUS-02_2022-09-03_1335"
"10445","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",5.105,"","CEBUS-02_2022-09-03_1335"
"10446","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",7.007,"","CEBUS-02_2022-09-03_1335"
"10447","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",8.876,"","CEBUS-02_2022-09-03_1335"
"10448","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","seqend","opened",13.146,"","CEBUS-02_2022-09-03_1335"
"1006","CEBUS-02-R12__2022-09-03__14-31-32","2024-11-25 13:19:31.663","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","ZG","juvenileunknown","present","",18.218,"","CEBUS-02_2022-09-03_1335"
"10449","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","seqstart","almendrabrown",37.871,"","CEBUS-02_2022-09-03_1336"
"10450","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","hammerstone","onanvil",38.438,"FRE","CEBUS-02_2022-09-03_1336"
"10451","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",42.776,"","CEBUS-02_2022-09-03_1336"
"1007","CEBUS-02-R12__2022-09-03__14-31-32","2024-11-25 13:19:31.663","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","ZG","juvenileunknown","present","",43.777,"","CEBUS-02_2022-09-03_1336"
"10452","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",44.745,"","CEBUS-02_2022-09-03_1336"
"10453","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",46.647,"","CEBUS-02_2022-09-03_1336"
"10454","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",48.549,"","CEBUS-02_2022-09-03_1336"
"10455","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","reposit","peel",51.451,"","CEBUS-02_2022-09-03_1336"
"10456","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","pound","stand",53.253,"","CEBUS-02_2022-09-03_1336"
"10457","CEBUS-02-R12__2022-09-03__14-31-32","2024-06-25 11:53:52","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__14-31-32.MP4","60.928","LR","LAR","seqend","opened",55.923,"","CEBUS-02_2022-09-03_1336"
"10458","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","seqstart","almendrabrown",0,"yellowish","CEBUS-02_2022-09-03_1337"
"10459","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","hammerstone","onanvil",0.2,"FRE","CEBUS-02_2022-09-03_1337"
"10460","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",1.969,"","CEBUS-02_2022-09-03_1337"
"1008","CEBUS-02-R12__2022-09-03__15-41-26","2024-11-25 13:21:05.142","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","ZG","subadultmale","present","",2.169,"","CEBUS-02_2022-09-03_1337"
"1009","CEBUS-02-R12__2022-09-03__15-41-26","2024-11-25 13:21:05.142","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","ZG","juvenileunknown","present","",2.903,"","CEBUS-02_2022-09-03_1337"
"10461","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",3.937,"","CEBUS-02_2022-09-03_1337"
"10462","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","reposit","peel",6.44,"","CEBUS-02_2022-09-03_1337"
"10463","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",11.378,"","CEBUS-02_2022-09-03_1337"
"10464","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","reposit","peel",12.946,"","CEBUS-02_2022-09-03_1337"
"10465","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",21.388,"","CEBUS-02_2022-09-03_1337"
"10466","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","reposit","item",24.291,"","CEBUS-02_2022-09-03_1337"
"10467","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",26.093,"","CEBUS-02_2022-09-03_1337"
"10468","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","seqend","opened",29.83,"","CEBUS-02_2022-09-03_1337"
"10469","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","seqstart","almendrabrown",53.32,"yellowish","CEBUS-02_2022-09-03_1338"
"10470","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","hammerstone","onanvil",53.82,"FRE","CEBUS-02_2022-09-03_1338"
"10471","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",56.089,"","CEBUS-02_2022-09-03_1338"
"10472","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",58.158,"","CEBUS-02_2022-09-03_1338"
"10473","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","pound","stand",60.794,"","CEBUS-02_2022-09-03_1338"
"1010","CEBUS-02-R12__2022-09-03__15-41-26","2024-11-25 13:21:05.142","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","ZG","subadultmale","present","",60.842,"","CEBUS-02_2022-09-03_1338"
"1011","CEBUS-02-R12__2022-09-03__15-41-26","2024-11-25 13:21:05.142","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","ZG","juvenileunknown","scrounge","afterwards",60.842,"","CEBUS-02_2022-09-03_1338"
"10474","CEBUS-02-R12__2022-09-03__15-41-26","2024-06-27 11:25:35","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-41-26.MP4","60.861","LR","BAL","seqcont","seqcont",60.843,"","CEBUS-02_2022-09-03_1338"
"10492","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","seqstart","almendrabrown",0,"","CEBUS-02_2022-09-03_1340"
"10493","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","hammerstone","onanvil",0.067,"FRE","CEBUS-02_2022-09-03_1340"
"10494","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","jump",1.468,"","CEBUS-02_2022-09-03_1340"
"10495","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","reposit","item",2.135,"","CEBUS-02_2022-09-03_1340"
"10496","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","stand",5.472,"","CEBUS-02_2022-09-03_1340"
"10497","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","stand",7.04,"","CEBUS-02_2022-09-03_1340"
"10498","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","seqend","opened",12.246,"","CEBUS-02_2022-09-03_1340"
"10499","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","seqstart","almendrabrown",17.117,"","CEBUS-02_2022-09-03_1341"
"10500","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","hammerstone","onanvil",17.417,"FRE","CEBUS-02_2022-09-03_1341"
"10501","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","stand",19.887,"","CEBUS-02_2022-09-03_1341"
"10502","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","stand",21.421,"","CEBUS-02_2022-09-03_1341"
"10503","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","reposit","peel",24.591,"","CEBUS-02_2022-09-03_1341"
"10504","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","pound","stand",28.161,"","CEBUS-02_2022-09-03_1341"
"1013","CEBUS-02-R12__2022-09-03__15-45-24","2024-11-25 13:24:27.499","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","ZG","juvenileunknown","present","",29.496,"","CEBUS-02_2022-09-03_1341"
"10505","CEBUS-02-R12__2022-09-03__15-45-24","2024-06-27 11:45:26","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","LR","BAL","seqend","opened",33.133,"","CEBUS-02_2022-09-03_1341"
"1014","CEBUS-02-R12__2022-09-03__15-45-24","2024-11-25 13:24:27.499","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__15-45-24.MP4","60.861","ZG","juvenileunknown","present","",59.092,"","CEBUS-02_2022-09-03_1341"
"10527","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","seqstart","almendrabrown",6.707,"","CEBUS-02_2022-09-03_1345"
"10528","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","hammerstone","onanvil",6.907,"FRE","CEBUS-02_2022-09-03_1345"
"1017","CEBUS-02-R12__2022-09-03__17-49-49","2024-11-25 13:26:23.711","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","ZG","juvenileunknown","present","",8.175,"","CEBUS-02_2022-09-03_1345"
"10529","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","pound","stand",8.342,"","CEBUS-02_2022-09-03_1345"
"1018","CEBUS-02-R12__2022-09-03__17-49-49","2024-11-25 13:26:23.711","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","ZG","TER","present","",9.71,"","CEBUS-02_2022-09-03_1345"
"10530","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","pound","stand",9.81,"","CEBUS-02_2022-09-03_1345"
"10531","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","seqend","opened",13.413,"","CEBUS-02_2022-09-03_1345"
"10532","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","seqstart","almendrabrown",25.626,"","CEBUS-02_2022-09-03_1346"
"10533","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","hammerstone","onanvil",25.859,"FRE","CEBUS-02_2022-09-03_1346"
"10534","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","pound","stand",27.294,"","CEBUS-02_2022-09-03_1346"
"10535","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","pound","stand",28.795,"","CEBUS-02_2022-09-03_1346"
"10536","CEBUS-02-R12__2022-09-03__17-49-49","2024-06-27 12:05:46","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","LR","MIC","seqend","opened",32.399,"","CEBUS-02_2022-09-03_1346"
"1019","CEBUS-02-R12__2022-09-03__17-49-49","2024-11-25 13:26:23.711","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","ZG","TER","present","",34.134,"","CEBUS-02_2022-09-03_1346"
"1020","CEBUS-02-R12__2022-09-03__17-49-49","2024-11-25 13:26:23.711","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","ZG","juvenileunknown","present","",34.535,"","CEBUS-02_2022-09-03_1346"
"1021","CEBUS-02-R12__2022-09-03__17-49-49","2024-11-25 13:26:23.711","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-49-49.MP4","60.56","ZG","TER","scrounge","afterwards",47.514,"","CEBUS-02_2022-09-03_1346"
"10549","CEBUS-02-R12__2022-09-03__17-58-21","2024-06-27 12:21:58","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","LR","MIC","seqstart","almendraunknown",0,"","CEBUS-02_2022-09-03_1349"
"10550","CEBUS-02-R12__2022-09-03__17-58-21","2024-06-27 12:21:58","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","LR","MIC","hammerstone","inhand",0.1,"FRE","CEBUS-02_2022-09-03_1349"
"10551","CEBUS-02-R12__2022-09-03__17-58-21","2024-06-27 12:21:58","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","LR","MIC","pound","stand",0.701,"","CEBUS-02_2022-09-03_1349"
"1031","CEBUS-02-R12__2022-09-03__17-58-21","2024-11-25 13:31:33.967","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","ZG","juvenileunknown","present","",2.836,"","CEBUS-02_2022-09-03_1349"
"10552","CEBUS-02-R12__2022-09-03__17-58-21","2024-06-27 12:21:58","E:/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","LR","MIC","seqend","opened",3.303,"SPT displaces MIC, MIC sees SPT coming grabs all his Almendras and leaves anvil sits on branch next to it","CEBUS-02_2022-09-03_1349"
"1032","CEBUS-02-R12__2022-09-03__17-58-21","2024-11-25 13:31:33.967","Y:/capuchin_coiba/working/renameddata/R12/CEBUS-02-R12/CEBUS-02-R12__2022-09-03__17-58-21.MP4","60.527","ZG","SPT","displace","",4,"","CEBUS-02_2022-09-03_1349"
