Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
CEBUS-02-R11__2022-01-10__17-50-52,2024-12-18 11:23:00.909,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,0.0,35.234,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.038,3.038,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,91,91,,,,
CEBUS-02-R11__2022-01-10__17-50-52,2024-12-18 11:23:00.909,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,0.0,35.234,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,38.272,38.272,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-10__17-50-52.MP4,1147,1147,,,,
CEBUS-02-R11__2022-01-25__16-46-32,2024-11-18 15:04:01.738,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-25__16-46-32.MP4,0.0,0.000,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,10.010,10.010,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-25__16-46-32.MP4,300,300,,,,
CEBUS-02-R11__2022-01-31__18-26-30,2024-11-18 15:14:05.061,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-31__18-26-30.MP4,0.0,0.000,60.894,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,35.002,35.002,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-01-31__18-26-30.MP4,1049,1049,,,,
CEBUS-02-R11__2022-02-05__14-26-09,2024-12-18 11:25:18.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,0.0,2.936,60.861,29.970,ZG,LAR,0.0,present,Not defined,,POINT,11.478,11.478,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,344,344,,,,
CEBUS-02-R11__2022-02-05__14-26-09,2024-12-18 11:25:18.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,0.0,2.936,60.861,29.970,ZG,LAR,0.0,displace,Not defined,,POINT,11.979,11.979,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,359,359,,,,
CEBUS-02-R11__2022-02-05__14-26-09,2024-12-18 11:25:18.388,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,0.0,2.936,60.861,29.970,ZG,BAL,0.0,present,Not defined,,POINT,14.414,14.414,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-05__14-26-09.MP4,432,432,,,,
CEBUS-02-R11__2022-02-06__17-57-49,2024-12-18 11:26:30.876,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-06__17-57-49.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,0.767,0.767,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-06__17-57-49.MP4,23,23,,,,
CEBUS-02-R11__2022-02-11__17-36-33,2024-12-18 11:28:00.942,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-36-33.MP4,0.0,7.508,60.894,29.970,ZG,SPT,0.0,present,Not defined,,POINT,21.154,21.154,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-36-33.MP4,634,634,,,,
CEBUS-02-R11__2022-02-11__17-36-33,2024-12-18 11:28:00.942,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-36-33.MP4,0.0,7.508,60.894,29.970,ZG,SPT,0.0,displace,Not defined,,POINT,28.662,28.662,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-36-33.MP4,859,859,,,,
CEBUS-02-R11__2022-02-11__17-37-41,2024-12-18 11:31:41.053,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,0.0,45.812,60.894,29.970,ZG,BAL,0.0,present,Not defined,,POINT,1.168,1.168,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,35,35,,,,
CEBUS-02-R11__2022-02-11__17-37-41,2024-12-18 11:31:41.053,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,0.0,45.812,60.894,29.970,ZG,BAL,0.0,socialattention,Not defined,,POINT,5.005,5.005,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,150,150,,,,
CEBUS-02-R11__2022-02-11__17-37-41,2024-12-18 11:31:41.053,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,0.0,45.812,60.894,29.970,ZG,BAL,0.0,avoid,Not defined,no aggression,POINT,7.541,7.541,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,226,226,,,,
CEBUS-02-R11__2022-02-11__17-37-41,2024-12-18 11:31:41.053,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,0.0,45.812,60.894,29.970,ZG,BAL,0.0,present,Not defined,,POINT,24.391,24.391,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,731,731,,,,
CEBUS-02-R11__2022-02-11__17-37-41,2024-12-18 11:31:41.053,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,0.0,45.812,60.894,29.970,ZG,BAL,0.0,present,Not defined,,POINT,46.980,46.980,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-37-41.MP4,1408,1408,,,,
CEBUS-02-R11__2022-02-11__17-40-50,2024-12-18 11:33:44.316,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,0.0,53.987,60.861,29.970,ZG,BAL,0.0,present,Not defined,,POINT,2.469,2.469,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,74,74,,,,
CEBUS-02-R11__2022-02-11__17-40-50,2024-12-18 11:33:44.316,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,0.0,53.987,60.861,29.970,ZG,BAL,0.0,scrounge,Not defined,tolerated,POINT,24.224,24.224,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,726,726,,,,
CEBUS-02-R11__2022-02-11__17-40-50,2024-12-18 11:33:44.316,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,0.0,53.987,60.861,29.970,ZG,adultfemale,0.0,scrounge,Not defined,afterwards,POINT,56.456,56.456,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-40-50.MP4,1692,1692,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,no aggression,POINT,31.598,31.598,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,947,947,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,no aggression,POINT,33.267,33.267,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,998,998,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,37.404,37.404,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1121,1121,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,37.704,37.704,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1131,1131,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,38.272,38.272,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1147,1147,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,adultfemale,0.0,present,Not defined,,POINT,39.306,39.306,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1178,1178,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,41.008,41.008,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1229,1229,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,44.778,44.778,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1342,1342,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,45.345,45.345,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1359,1359,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,46.713,46.713,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1401,1401,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,47.781,47.781,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1433,1433,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,aggression,POINT,48.782,48.782,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1462,1462,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,55.822,55.822,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1673,1673,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,56.023,56.023,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1679,1679,,,gets hit by hammerstone during social attention,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,56.423,56.423,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1691,1691,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,56.924,56.924,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1706,1706,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,58.425,58.425,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1751,1751,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,60.694,60.694,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1819,1819,,,,
CEBUS-02-R11__2022-02-11__17-44-46,2024-12-18 11:35:12.077,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,0.0,29.245,60.861,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,afterwards,POINT,60.843,60.843,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-44-46.MP4,1823,1823,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,no aggression,POINT,26.994,26.994,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,809,809,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,27.661,27.661,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,829,829,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,MIN,0.0,present,Not defined,,POINT,28.896,28.896,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,866,866,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,MIN,0.0,socialattention,Not defined,,POINT,33.500,33.500,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,1004,1004,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,48.081,48.081,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,1441,1441,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,MIN,0.0,present,Not defined,,POINT,48.715,48.715,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,1460,1460,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,MIN,0.0,socialattention,Not defined,,POINT,49.316,49.316,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,1478,1478,,,,
CEBUS-02-R11__2022-02-11__17-47-19,2024-12-18 11:40:50.535,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,0.0,30.497,60.861,29.970,ZG,MIN,0.0,scrounge,Not defined,tolerated,POINT,57.491,57.491,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-47-19.MP4,1723,1723,,,,
CEBUS-02-R11__2022-02-11__17-48-30,2024-12-18 11:43:45.138,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-48-30.MP4,0.0,3.604,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.269,2.269,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-48-30.MP4,68,68,,,,
CEBUS-02-R11__2022-02-11__17-48-30,2024-12-18 11:43:45.138,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-48-30.MP4,0.0,3.604,60.861,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,5.873,5.873,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-48-30.MP4,176,176,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,4.037,4.037,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,121,121,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,6.907,6.907,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,207,207,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,10.077,10.077,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,302,302,,,,
CEBUS-02-R11__2022-02-11__17-51-49,2024-12-18 11:44:53.248,,Media file,player #1:Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,0.0,42.743,60.827,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,aggression,POINT,29.796,29.796,NA,Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4,893,893,,,,
