Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
EXP-ANV-01-R11__2022-04-28__17-17-29,2024-11-26 13:25:58.878,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,0.0,3.136,60.861,29.970,ZG,SPT,0.0,present,Not defined,,POINT,35.736,35.736,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,1071,1071,,,,
EXP-ANV-01-R11__2022-04-28__17-17-29,2024-11-26 13:25:58.878,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,0.0,3.136,60.861,29.970,ZG,SPT,0.0,displace,Not defined,,POINT,35.836,35.836,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,1074,1074,,,,
EXP-ANV-01-R11__2022-04-28__17-17-29,2024-11-26 13:25:58.878,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,0.0,3.136,60.861,29.970,ZG,LAR,0.0,present,Not defined,,POINT,38.872,38.872,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-17-29.MP4,1165,1165,,,,
EXP-ANV-01-R11__2022-04-28__17-20-07,2024-11-26 13:29:07.884,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-20-07.MP4,0.0,1.101,60.861,29.970,ZG,SPT,0.0,displace,Not defined,,POINT,25.325,25.325,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-20-07.MP4,759,759,,,,
EXP-ANV-01-R11__2022-04-28__17-20-07,2024-11-26 13:29:07.884,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-20-07.MP4,0.0,1.101,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,26.426,26.426,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-20-07.MP4,792,792,,,,
EXP-ANV-01-R11__2022-04-28__17-24-39,2024-11-26 13:29:59.189,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-24-39.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,42.209,42.209,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-24-39.MP4,1265,1265,,,,
EXP-ANV-01-R11__2022-04-28__17-28-59,2024-11-26 13:30:41.722,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,0.0,3.237,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.670,3.670,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,110,110,,,,
EXP-ANV-01-R11__2022-04-28__17-28-59,2024-11-26 13:30:41.722,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,0.0,3.237,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,4.838,4.838,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,145,145,,,,
EXP-ANV-01-R11__2022-04-28__17-28-59,2024-11-26 13:30:41.722,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,0.0,3.237,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,afterwards,POINT,6.907,6.907,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-28-59.MP4,207,207,,,,
EXP-ANV-01-R11__2022-04-28__17-30-06,2024-11-26 13:31:34.668,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,0.0,16.416,60.827,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.737,3.737,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,112,112,,,,
EXP-ANV-01-R11__2022-04-28__17-30-06,2024-11-26 13:31:34.668,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,0.0,16.416,60.827,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,4.104,4.104,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,123,123,,,,
EXP-ANV-01-R11__2022-04-28__17-30-06,2024-11-26 13:31:34.668,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,0.0,16.416,60.827,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,aggression,POINT,20.153,20.153,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-28__17-30-06.MP4,604,604,,,,
EXP-ANV-01-R11__2022-05-02__12-15-29,2024-11-26 13:32:33.840,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-15-29.MP4,0.0,0.000,60.861,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,24.491,24.491,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-15-29.MP4,734,734,,,,
EXP-ANV-01-R11__2022-05-02__12-22-29,2024-11-26 13:33:13.437,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,0.0,36.470,60.894,29.970,ZG,TOM,0.0,present,Not defined,,POINT,18.151,18.151,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,544,544,,,,
EXP-ANV-01-R11__2022-05-02__12-22-29,2024-11-26 13:33:13.437,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,0.0,36.470,60.894,29.970,ZG,TOM,0.0,displace,Not defined,,POINT,18.619,18.619,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,558,558,,,,
EXP-ANV-01-R11__2022-05-02__12-22-29,2024-11-26 13:33:13.437,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,0.0,36.470,60.894,29.970,ZG,PEA,0.0,present,Not defined,,POINT,40.888,40.888,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,1225,1225,,,,
EXP-ANV-01-R11__2022-05-02__12-22-29,2024-11-26 13:33:13.437,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,0.0,36.470,60.894,29.970,ZG,PEA,0.0,socialattention,Not defined,,POINT,49.416,49.416,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,1481,1481,,,,
EXP-ANV-01-R11__2022-05-02__12-22-29,2024-11-26 13:33:13.437,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,0.0,36.470,60.894,29.970,ZG,PEA,0.0,avoid,Not defined,aggression,POINT,54.621,54.621,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__12-22-29.MP4,1637,1637,,,,
EXP-ANV-01-R11__2022-05-02__13-03-06,2024-11-26 13:34:47.710,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,0.0,23.757,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,20.487,20.487,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,614,614,,,,
EXP-ANV-01-R11__2022-05-02__13-03-06,2024-11-26 13:34:47.710,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,0.0,23.757,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,33.267,33.267,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,997,997,,,,
EXP-ANV-01-R11__2022-05-02__13-03-06,2024-11-26 13:34:47.710,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,0.0,23.757,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,afterwards,POINT,44.244,44.244,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-03-06.MP4,1326,1326,,,,
EXP-ANV-01-R11__2022-05-02__13-04-43,2024-11-26 13:36:09.649,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-04-43.MP4,0.0,0.000,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,58.458,58.458,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-04-43.MP4,1752,1752,,,,
EXP-ANV-01-R11__2022-05-02__13-09-26,2024-11-26 13:36:52.660,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-09-26.MP4,0.0,0.000,60.894,29.970,ZG,adultmale,0.0,present,Not defined,,POINT,18.151,18.151,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-09-26.MP4,544,544,,,,
EXP-ANV-01-R11__2022-05-02__13-15-00,2024-11-27 11:16:05.558,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,0.0,2.769,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,2.169,2.169,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,65,65,,,,
EXP-ANV-01-R11__2022-05-02__13-15-00,2024-11-27 11:16:05.558,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,0.0,2.769,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,3.303,3.303,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,99,99,,,,
EXP-ANV-01-R11__2022-05-02__13-15-00,2024-11-27 11:16:05.558,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,0.0,2.769,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,4.938,4.938,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-02__13-15-00.MP4,148,148,,,,
EXP-ANV-01-R11__2022-05-03__16-54-19,2024-11-27 11:18:41.125,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,0.0,7.974,60.894,29.970,ZG,juvenileunknown,0.0,avoid,Not defined,aggression,POINT,42.910,42.910,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,1286,1286,,,,
EXP-ANV-01-R11__2022-05-03__16-54-19,2024-11-27 11:18:41.125,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,0.0,7.974,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,46.647,46.647,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,1398,1398,,,,
EXP-ANV-01-R11__2022-05-03__16-54-19,2024-11-27 11:18:41.125,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,0.0,7.974,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,50.884,50.884,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-54-19.MP4,1525,1525,,,,
EXP-ANV-01-R11__2022-05-03__16-56-54,2024-11-27 11:19:33.103,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,0.0,4.104,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,15.682,15.682,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,470,470,,,,
EXP-ANV-01-R11__2022-05-03__16-56-54,2024-11-27 11:19:33.103,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,0.0,4.104,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,17.351,17.351,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,520,520,,,,
EXP-ANV-01-R11__2022-05-03__16-56-54,2024-11-27 11:19:33.103,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,0.0,4.104,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,19.786,19.786,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-56-54.MP4,593,593,,,,
EXP-ANV-01-R11__2022-05-03__16-58-35,2024-11-27 11:21:46.190,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,0.0,2.303,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,18.151,18.151,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,544,544,,,,
EXP-ANV-01-R11__2022-05-03__16-58-35,2024-11-27 11:21:46.190,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,0.0,2.303,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,19.953,19.953,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,598,598,,,,
EXP-ANV-01-R11__2022-05-03__16-58-35,2024-11-27 11:21:46.190,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,0.0,2.303,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,20.454,20.454,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__16-58-35.MP4,613,613,,,,
EXP-ANV-01-R11__2022-05-03__17-05-41,2024-11-27 11:23:20.241,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,0.0,2.035,60.727,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,12.913,12.913,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,387,387,,,,
EXP-ANV-01-R11__2022-05-03__17-05-41,2024-11-27 11:23:20.241,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,0.0,2.035,60.727,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,13.380,13.380,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,401,401,,,,
EXP-ANV-01-R11__2022-05-03__17-05-41,2024-11-27 11:23:20.241,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,0.0,2.035,60.727,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,14.948,14.948,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-05-41.MP4,448,448,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,1.969,1.969,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,59,59,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,2.970,2.970,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,89,89,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,8.275,8.275,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,248,248,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,35.702,35.702,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,1070,1070,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,35.702,35.702,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,1070,1070,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,scrounge,Not defined,tolerated,POINT,37.604,37.604,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,1127,1127,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,46.847,46.847,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,1404,1404,,,,
EXP-ANV-01-R11__2022-05-03__17-07-12,2024-11-27 11:28:02.652,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,0.0,45.278,60.894,29.970,ZG,juvenileunknown,0.0,socialattention,Not defined,,POINT,47.247,47.247,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-07-12.MP4,1416,1416,,,,
EXP-ANV-01-R11__2022-05-03__17-13-38,2024-11-27 11:30:07.364,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-13-38.MP4,0.0,32.445,60.928,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,28.462,28.462,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-13-38.MP4,853,853,,,,
EXP-ANV-01-R11__2022-05-03__17-13-38,2024-11-27 11:30:07.364,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-13-38.MP4,0.0,32.445,60.928,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,60.907,60.907,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-13-38.MP4,1825,1825,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,1.301,1.301,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,39,39,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,socialattention,Not defined,,POINT,3.036,3.036,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,91,91,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,scrounge,Not defined,tolerated,POINT,4.137,4.137,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,124,124,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,33.033,33.033,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,990,990,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,present,Not defined,,POINT,43.844,43.844,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,1314,1314,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,socialattention,Not defined,,POINT,44.811,44.811,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,1343,1343,,,,
EXP-ANV-01-R11__2022-05-03__17-28-31,2024-11-27 11:49:37.517,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,0.0,45.479,60.894,29.970,ZG,subadultmale,0.0,scrounge,Not defined,tolerated,POINT,46.780,46.780,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-28-31.MP4,1402,1402,,,,
EXP-ANV-01-R11__2022-05-03__17-43-20,2024-11-27 11:52:51.777,,Media file,player #1:Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-43-20.MP4,0.0,28.028,60.894,29.970,ZG,juvenileunknown,0.0,present,Not defined,,POINT,3.770,3.770,NA,Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-05-03__17-43-20.MP4,113,113,,,,
