Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,1foot,overhead,,POINT,38.656,38.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,reposit,Behavior,item,,,,POINT,40.404,40.404,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,None,overhead,,POINT,42.404,42.404,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,reposit,Behavior,peel,,,,POINT,45.654,45.654,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,reposit,Behavior,item,,,,POINT,50.153,50.153,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,None,None,,POINT,53.655,53.655,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,None,None,,POINT,55.656,55.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,1foot,None,,POINT,57.905,57.905,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,reposit,Behavior,item,,,,POINT,60.520,60.520,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-24-23,2023-03-09 11:38:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,0.0,53.125,60.890,29.970,MKWC,TER,0.0,seqend,Sequence info,None,None,None,None,POINT,60.530,60.530,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-24-23.MP4,NA,NA,,,success missed,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,10.153,10.153,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,onanvil,None,2,e_onanvil,POINT,10.429,10.429,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,11.261,11.261,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,misstrike,Behavior,itemflies,,,,POINT,12.764,12.764,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,13.762,13.762,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,jump,None,overhead,,POINT,14.760,14.760,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,reposit,Behavior,hammer,,,,POINT,16.510,16.510,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,17.262,17.262,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,stand,1foot,overhead,,POINT,18.762,18.762,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,20.511,20.511,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-28-17,2023-03-09 11:44:54,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,0.0,14.993,60.930,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,25.146,25.146,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-28-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,seqstart,Sequence info,almendragreen,,,,POINT,1.158,1.158,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,hammerstone,Sequence info,inhand,None,2,e_onanvil,POINT,1.405,1.405,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,pound,Behavior,stand,None,overhead,,POINT,5.973,5.973,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,pound,Behavior,stand,None,overhead,,POINT,7.473,7.473,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,pound,Behavior,jump,None,overhead,,POINT,9.471,9.471,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,pound,Behavior,jump,None,overhead,,POINT,11.973,11.973,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-32-43,2023-03-09 14:31:26,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,0.0,16.563,60.930,29.970,MKWC,LAR,0.0,seqend,Sequence info,opened,None,None,None,POINT,17.721,17.721,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-32-43.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,seqstart,Sequence info,almendragreen,,,,POINT,0.169,0.169,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,hammerstone,Sequence info,inhand,None,None,e_onanvil,POINT,0.172,0.172,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,None,,POINT,0.989,0.989,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,misstrike,Behavior,itemflies,,,,POINT,1.906,1.906,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,4.402,4.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,reposit,Behavior,item,,,,POINT,9.472,9.472,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,10.222,10.222,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,12.445,12.445,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,reposit,Behavior,item,,,,POINT,14.445,14.445,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,1foot,overhead,,POINT,15.442,15.442,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,reposit,Behavior,item,,,,POINT,17.446,17.446,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,18.196,18.196,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,19.696,19.696,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-35-20,2023-03-14 13:58:36,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,0.0,23.775,60.890,29.970,MKWC,SPT,0.0,seqend,Sequence info,opened,None,None,None,POINT,23.944,23.944,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-35-20.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,seqstart,Sequence info,almendragreen,,,,POINT,44.138,44.138,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,hammerstone,Sequence info,onanvil,None,None,None,POINT,44.386,44.386,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,pound,Behavior,crouch,None,overhead,,POINT,46.638,46.638,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,reposit,Behavior,item,,,,POINT,48.636,48.636,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,pound,Behavior,stand,None,overhead,,POINT,49.390,49.390,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,misstrike,Behavior,itemflies,,,,POINT,51.890,51.890,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,pound,Behavior,stand,1foot,overhead,,POINT,52.637,52.637,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,misstrike,Behavior,itemflies,,,,POINT,53.887,53.887,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-36-27,2023-03-15 13:38:15,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,0.0,16.358,60.860,29.970,MKWC,SPT,0.0,seqend,Sequence info,None,None,None,None,POINT,60.496,60.496,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-36-27.MP4,NA,NA,,,"success missed
",
EXP-ANV-01-R11__2022-05-04__08-38-31,2023-03-15 13:42:21,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,0.0,8.103,60.930,29.970,MKWC,SPT,0.0,seqstart,Sequence info,almendraunknown,,,,POINT,0.548,0.548,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-38-31,2023-03-15 13:42:21,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,0.0,8.103,60.930,29.970,MKWC,SPT,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,0.903,0.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,NA,NA,,,DWA_A,
EXP-ANV-01-R11__2022-05-04__08-38-31,2023-03-15 13:42:21,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,0.0,8.103,60.930,29.970,MKWC,SPT,0.0,pound,Behavior,crouch,None,overhead,,POINT,1.905,1.905,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-38-31,2023-03-15 13:42:21,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,0.0,8.103,60.930,29.970,MKWC,SPT,0.0,seqend,Sequence info,opened,None,None,None,POINT,8.651,8.651,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-38-31.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-39-42,2023-03-15 13:50:56,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-39-42.MP4,0.0,9.250,60.890,29.970,MKWC,SPT,0.0,seqstart,Sequence info,almendragreen,,,,POINT,4.605,4.605,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-39-42.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-05-04__08-39-42,2023-03-15 13:50:56,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-39-42.MP4,0.0,9.250,60.890,29.970,MKWC,SPT,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,5.106,5.106,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-05-04__08-39-42.MP4,NA,NA,,,DWA_A,
