Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Coder ID,Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
EXP-ANV-01-R11__2022-01-11__18-24-29,2023-01-30 10:02:03,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,0.0,12.433,60.890,29.970,MKWC,TER,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,8.991,8.991,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-01-11__18-24-29,2023-01-30 10:02:03,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,0.0,12.433,60.890,29.970,MKWC,TER,0.0,hammerstone,Sequence info,onanvil,None,3,e_offanvilreach,POINT,10.993,10.993,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,NA,NA,,,BCH ( big chunk ),
EXP-ANV-01-R11__2022-01-11__18-24-29,2023-01-30 10:02:03,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,0.0,12.433,60.890,29.970,MKWC,TER,0.0,pound,Behavior,crouch,None,None,,POINT,11.447,11.447,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-01-11__18-24-29,2023-01-30 10:02:03,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,0.0,12.433,60.890,29.970,MKWC,TER,0.0,seqend,Sequence info,opened,noscrounging,nodisplacement,noattention,POINT,21.424,21.424,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-01-11__18-24-29.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.182,0.182,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,face-shot,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,onanvil,None,3,e_offanvilwalk,POINT,0.656,0.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,LCH,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,2.151,2.151,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,reposit,Behavior,item,,,,POINT,3.653,3.653,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,4.903,4.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,crouch,None,None,,POINT,11.811,11.811,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,reposit,Behavior,peel,,,,POINT,18.309,18.309,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,crouch,None,None,,POINT,19.560,19.560,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-06__06-57-49,2023-01-30 10:18:23,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,0.0,24.129,60.860,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,24.311,24.311,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-06__06-57-49.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,0.656,0.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,inhand,None,2,e_onanvil,POINT,0.850,0.850,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,DWA hammer transport mid sequence,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,2.155,2.155,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,pound,Behavior,crouch,None,overhead,,POINT,3.903,3.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,59.957,59.957,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-10-15,2023-01-30 10:34:25,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,0.0,59.616,60.690,29.970,MKWC,PEA,0.0,seqend,Sequence info,seqcont,None,None,None,POINT,60.272,60.272,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-10-15.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,1.656,1.656,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,7.154,7.154,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,23.405,23.405,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,25.760,25.760,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,38.234,38.234,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,39.982,39.982,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,58.471,58.471,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,60.044,60.044,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,60.598,60.598,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__07-16-05,2023-01-30 10:50:41,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,0.0,58.980,60.860,29.970,MKWC,PEA,0.0,seqend,Sequence info,None,None,None,None,POINT,60.636,60.636,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__07-16-05.MP4,NA,NA,,,success unknown,
EXP-ANV-01-R11__2022-03-09__18-30-58,2023-02-08 14:39:08,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,0.0,11.839,60.890,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendrared,,,,POINT,0.243,0.243,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__18-30-58,2023-02-08 14:39:08,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,0.0,11.839,60.890,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,onanvil,None,2,e_offanvilwalk,POINT,7.253,7.253,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-09__18-30-58,2023-02-08 14:39:08,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,0.0,11.839,60.890,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,9.152,9.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-09__18-30-58,2023-02-08 14:39:08,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,0.0,11.839,60.890,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,12.082,12.082,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-09__18-30-58.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,seqstart,Sequence info,almendraunknown,,,,POINT,0.060,0.060,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,hammerstone,Sequence info,offanvilreach,None,2,e_onanvil,POINT,1.402,1.402,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,None,,POINT,2.219,2.219,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,misstrike,Behavior,itemflies,,,,POINT,4.220,4.220,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,6.469,6.469,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,7.970,7.970,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,pound,Behavior,stand,None,overhead,,POINT,9.973,9.973,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-10__06-25-17,2023-02-09 10:53:22,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,0.0,12.768,60.560,29.970,MKWC,PEA,0.0,seqend,Sequence info,opened,None,None,None,POINT,12.828,12.828,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-10__06-25-17.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,4.152,4.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,1,e_offanvilreach,POINT,5.152,5.152,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,5.407,5.407,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,misstrike,Behavior,"itemflies,hammerlost",,,,POINT,5.903,5.903,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,13.155,13.155,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,hammer,,,,POINT,15.405,15.405,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,15.653,15.653,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,reposit,Behavior,peel,,,,POINT,24.321,24.321,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,overhead,,POINT,31.395,31.395,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-27-07,2023-02-09 10:56:18,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,0.0,34.743,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,38.895,38.895,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-27-07.MP4,NA,NA,,,face-shot,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,seqstart,Sequence info,almendrabrown,,,,POINT,1.154,1.154,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,hammerstone,Sequence info,onanvil,None,None,e_onanvil,POINT,2.499,2.499,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,DWA,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,crouch,None,None,,POINT,3.406,3.406,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,None,,POINT,5.653,5.653,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,pound,Behavior,stand,None,overhead,,POINT,7.652,7.652,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
EXP-ANV-01-R11__2022-03-11__07-28-14,2023-02-09 11:00:10,,Media file,player #1://mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,0.0,39.281,60.890,29.970,MKWC,BAL,0.0,seqend,Sequence info,opened,None,None,None,POINT,9.902,9.902,NA,//mac/Home/Documents/COIBA CEBUS Camera Trap Videos/EXP-ANV-01-R11__2022-03-11__07-28-14.MP4,NA,NA,,,,
